total_rooms,total_bedrooms,population,households
3248,853,1819,815
3684,1301,3891,1143
3056,861,1600,824
4436,1133,2176,1002
2768,752,1277,651
1898,488,940,483
1016,172,361,163
2792,690,1301,648
2812,621,1171,566
2204,498,899,445
3448,896,1621,838
3043,787,1398,747
3242,698,1080,629
2743,708,1059,651
2916,785,1183,749
4366,1211,1912,1172
2216,526,940,530
1543,463,652,406
1995,634,867,567
2677,642,1144,624
2960,761,1179,718
1633,536,741,513
2208,409,791,408
914,167,322,165
2834,673,1175,670
2532,621,961,550
3070,668,1240,646
3330,569,1220,557
3035,516,1127,527
2072,491,742,414
2484,525,792,446
4690,1002,1879,974
9103,1847,3333,1712
4534,954,1941,892
7264,1137,2528,1057
3697,691,1436,671
4365,926,1661,868
1675,521,744,331
2359,591,1100,431
2127,512,733,288
996,264,341,160
716,214,422,173
3508,917,2794,839
1786,418,1367,393
2839,792,2390,729
2057,550,1805,506
1774,444,1622,402
1182,305,977,283
2407,630,1774,562
3504,862,2521,836
2041,531,1390,464
2701,708,1880,590
1815,488,1715,475
1300,356,1216,326
2196,633,2017,583
2434,477,1646,453
1282,244,852,249
1854,367,976,335
1917,438,1021,383
1323,243,684,229
1550,,798,270
1173,201,602,186
1834,292,997,295
2740,504,1468,479
2379,462,1327,445
1831,356,925,338
694,112,412,119
1213,284,742,253
1487,296,863,291
1067,170,499,169
1722,280,830,261
1153,224,639,226
3757,1102,3288,964
1453,247,721,276
3819,708,1505,712
6513,1290,2636,1271
2023,325,992,326
2131,360,1040,330
1923,459,1412,361
1590,302,844,295
1885,361,954,357
1297,292,704,264
1504,270,814,306
2230,364,949,344
1686,361,737,319
2084,517,1062,451
1495,474,1272,447
1864,616,1710,575
1725,431,1130,404
3832,1074,2340,904
1884,477,1518,449
3081,680,1785,609
2649,684,2374,607
2108,526,1922,544
1298,294,1064,268
1548,330,757,349
2714,881,1549,853
2773,681,1560,631
4770,1328,3201,1196
3762,1281,4015,1178
2661,765,2324,724
1779,431,1507,380
1076,213,781,238
1116,303,1082,299
1802,556,1286,557
1849,518,1498,451
3543,,2742,951
3231,1089,3193,1020
1559,305,891,341
1425,283,782,273
813,185,344,154
6672,1729,3333,1557
1284,283,990,289
3616,1060,2515,945
2861,816,1715,775
4651,1281,2917,1121
3431,934,2365,810
2146,573,2009,592
138,23,100,20
924,349,1376,358
1139,302,1283,306
2532,627,2038,591
1067,286,1053,277
836,175,747,166
1390,410,1666,371
2169,688,3036,639
2265,813,3425,781
1132,347,1433,341
1625,500,2036,476
939,284,1309,250
1528,486,1824,470
1050,252,918,236
617,189,810,180
2040,576,2649,561
1451,435,1888,420
1794,508,2188,454
2225,601,2755,610
1028,278,1369,261
3107,903,3456,734
2796,1041,4033,944
4916,1134,3533,1035
4294,1224,4512,1189
1254,399,1281,386
1638,407,1341,369
3156,857,2394,787
2746,697,1973,598
2260,692,1603,673
4445,1231,3340,1113
1475,349,965,370
2728,845,2023,773
736,232,584,231
3695,1144,2308,1009
1231,231,793,256
2807,883,1546,815
3103,918,2033,738
199,41,61,56
938,181,502,171
1075,197,509,197
928,187,521,185
1073,206,556,204
1130,201,503,196
442,88,255,94
520,116,392,106
2048,439,1191,429
1949,422,1184,423
1935,388,1136,379
1271,276,725,234
1869,427,1334,435
1742,283,812,282
1651,269,707,252
332,103,177,102
2904,515,1463,534
1949,559,1282,498
2583,663,1675,612
2108,534,1485,536
2159,523,1331,520
1884,554,1337,549
3309,902,2299,837
1660,366,928,398
2461,535,1236,482
2055,448,1134,408
2064,474,1366,421
1056,225,565,231
1166,222,640,206
969,288,670,251
1224,312,1106,333
3724,1023,2536,971
1092,302,962,297
3937,1404,2691,1142
1047,271,740,248
9975,3638,7429,3405
10731,3335,7211,3028
1415,339,874,289
961,173,625,179
1729,396,1073,344
940,197,640,215
881,159,605,170
3041,677,1920,640
1068,198,757,231
3189,680,1882,651
1307,246,672,219
1580,266,926,282
1536,273,804,287
1281,219,710,184
3894,1017,3590,962
1799,362,1293,355
1374,240,906,248
2053,382,1258,380
2228,396,1140,352
1842,476,1491,420
1617,493,1530,500
1576,400,891,378
1501,446,1028,418
1013,394,1067,400
2617,668,1868,647
3267,762,2099,647
2455,661,1975,618
2421,689,1726,660
2756,858,1806,787
2132,565,1369,565
1400,399,1131,405
2138,567,1072,528
2355,583,1605,571
1751,438,1175,419
4946,1231,3186,1167
3144,722,1510,680
1398,261,823,263
1221,312,807,330
850,229,563,204
1348,333,885,322
3227,749,1881,696
2421,671,1491,587
1939,412,1036,400
1490,430,686,400
2407,581,1724,531
2278,508,1257,498
2144,423,1192,417
1520,300,831,291
1741,412,1245,423
1664,401,1316,409
1928,453,1323,458
1300,252,695,249
2675,560,1270,492
6603,1984,5546,1745
2395,498,1309,493
542,105,355,118
1158,219,628,253
1342,259,706,261
1880,361,982,357
1816,338,897,306
2392,444,1346,445
2274,411,1232,423
2887,853,2197,800
1547,,956,287
981,222,734,239
2940,708,2175,684
1740,387,1249,375
1355,349,655,329
1127,287,697,241
1143,299,776,273
1719,426,1266,424
760,174,723,198
3380,922,2276,854
2837,684,2141,648
2408,534,1644,523
1313,319,827,308
2845,710,1611,628
1388,336,930,287
1375,286,829,278
1769,440,1371,414
1583,411,1097,350
725,183,493,172
822,180,480,177
1567,362,1054,386
1459,362,1150,354
1896,416,950,383
1065,215,887,217
80,20,61,23
1453,271,695,283
2828,629,1313,534
2217,447,1000,450
3328,625,1455,619
2590,607,1132,555
2340,584,1141,554
2514,605,1225,568
1437,272,590,250
1436,401,674,343
3521,852,1524,764
1621,279,756,277
2988,605,1466,610
4603,993,2191,943
1929,523,686,455
1536,377,553,326
2674,435,1087,431
2458,400,920,375
2311,404,1044,380
2040,336,926,351
2020,451,724,399
1576,345,662,340
1394,321,552,296
1428,320,677,331
1194,292,507,295
4166,828,1600,770
2959,639,1143,593
702,161,236,144
2868,466,1098,438
2334,430,1033,407
2926,492,1149,476
2127,314,807,306
4314,725,1699,718
1778,330,732,312
2532,464,1056,419
1851,332,750,314
826,143,389,147
756,122,371,130
1362,237,709,247
1325,245,669,253
966,172,417,158
1313,244,561,217
2696,548,1142,473
2439,474,1219,497
2518,543,1107,508
2512,575,1275,544
757,148,361,141
1688,331,811,327
2287,491,1101,466
3039,606,1421,564
2620,530,1282,525
1082,291,598,281
2114,541,1300,538
2516,485,1128,433
2907,726,1573,694
2126,434,1044,433
1768,314,802,290
1865,345,963,302
2685,581,1243,529
1829,331,891,356
4151,1018,2054,925
2791,579,1467,583
2387,418,1008,415
3303,584,1329,569
4235,735,1798,683
2787,475,1182,444
3124,560,1312,542
1778,311,908,330
1993,371,918,361
1489,282,743,270
1830,315,822,307
2496,387,1098,404
1973,367,843,345
2543,439,1098,416
1448,244,607,259
1267,216,521,191
2501,443,1031,422
3022,482,1278,494
1543,214,474,187
1753,296,615,275
540,107,213,104
1060,191,444,196
2492,449,1033,437
925,254,371,227
1471,308,498,264
847,173,344,170
6712,1441,2803,1394
2395,469,1087,438
358,87,162,84
1516,341,634,327
1679,372,719,385
2398,431,911,392
2093,497,842,472
3145,786,1352,727
2181,505,965,471
2361,442,915,437
3619,764,1735,789
2386,582,1152,568
5152,1365,2286,1243
2085,533,919,489
2237,597,938,523
1584,477,799,433
4430,928,2131,885
3533,729,1647,679
4373,871,1830,824
6123,1989,2853,1789
1610,379,670,341
5775,1149,2637,1117
2270,498,1070,521
3070,570,1264,506
2869,567,1157,538
2472,572,965,529
6206,1611,2455,1472
2075,539,954,519
3433,918,1526,828
2112,614,946,574
2815,607,1338,609
3053,623,1311,589
1318,237,547,225
2152,454,902,414
2147,505,1371,498
3763,762,1967,724
1818,339,828,319
1803,341,947,333
1402,254,722,251
1856,444,899,435
1271,346,811,345
724,133,373,133
4605,1188,2558,1093
3122,727,1885,715
3348,695,1545,625
2243,361,1051,352
3485,678,1715,649
2380,404,1212,422
1069,217,601,212
2219,406,1219,403
743,128,385,137
495,90,269,93
914,176,519,174
854,160,473,150
1059,218,561,205
2223,360,1162,376
1936,343,1008,346
2948,566,1445,524
1420,286,886,290
2823,500,1429,483
2319,579,1369,564
2075,463,1216,446
2139,481,971,418
1561,252,740,253
1364,251,668,245
1407,231,676,231
1761,329,965,329
1818,353,853,321
1249,218,583,214
1770,291,916,289
1248,206,551,185
1390,230,683,219
681,122,360,128
2415,404,1278,414
1086,197,509,158
5622,998,2537,1009
13133,3680,7180,3522
11016,3170,6664,2838
3662,586,1626,611
3245,605,1572,556
1102,193,522,172
1660,300,943,300
1577,279,743,274
1792,322,978,326
1378,247,645,217
2828,487,1439,490
1207,207,601,213
1751,328,819,323
13038,2679,5272,2523
3146,770,1859,740
1819,464,1068,424
2399,516,1160,514
1486,420,897,377
696,311,382,234
2929,755,1635,652
3462,814,1902,700
3792,790,2105,834
2198,425,1160,436
2345,408,1195,377
3942,748,1679,711
1773,356,905,352
2587,512,1219,509
2508,402,1254,395
2142,445,1140,422
2113,380,1109,360
5591,934,2824,939
4177,832,2123,789
7591,1710,3420,1635
1784,311,901,293
2794,444,1319,441
2463,447,1125,424
2416,394,1115,386
1083,187,522,187
5166,1313,2738,1239
67,15,49,11
9042,2022,4458,1944
1575,300,881,309
2031,339,817,337
2349,407,954,373
1975,306,703,292
3994,990,1647,931
1822,364,750,366
2211,502,1113,488
5057,790,2021,748
1283,209,563,209
1889,301,802,278
2400,373,877,372
1008,165,391,167
1018,148,329,169
4389,873,2069,901
716,123,388,124
1730,427,1008,393
2194,469,987,397
1434,296,672,285
6224,1105,3152,1076
2795,572,1469,557
3254,717,1593,680
2290,563,1374,530
4464,991,2420,947
1415,298,729,278
2924,658,1675,602
2381,467,1264,488
4317,1037,2102,959
1601,352,711,304
4573,819,2411,819
6638,1634,3240,1568
11016,1626,4168,1584
5166,704,2071,668
1596,234,654,223
2553,400,1042,393
2629,369,966,375
4421,702,1433,624
4803,575,1490,577
4402,563,1582,551
4787,562,1653,548
2141,260,635,240
7554,991,2808,946
3065,406,1101,391
2093,303,802,300
6339,876,2540,880
11353,1537,4649,1504
10950,2207,4713,2043
10445,1620,4474,1576
5005,776,2357,790
17591,2604,6897,2492
5586,674,1871,636
8272,1132,3392,1132
8277,1290,3176,1159
1193,233,475,228
311,51,128,46
5776,956,2757,936
4486,709,1873,719
2715,474,1303,457
2338,393,1031,373
4244,595,1534,557
2996,398,1048,387
1080,135,366,142
6097,794,2248,806
627,95,259,106
1442,501,998,503
1989,634,1108,593
2705,785,1526,793
2234,689,1334,662
2832,883,1594,843
1616,465,773,429
3463,1170,1845,1134
2353,728,1365,718
7097,2010,2913,1939
1390,458,874,468
1111,300,526,294
1349,344,547,309
4408,1295,1690,1229
3180,865,1347,841
6348,1827,2559,1755
4247,1253,1766,1170
630,172,257,147
4376,1202,1847,1128
1479,360,652,346
4524,1312,1910,1243
1244,304,444,282
1226,288,370,264
8264,2437,3148,2274
4001,1352,1799,1220
4312,1214,1634,1097
2347,608,785,548
833,230,349,210
3979,510,1351,520
2686,283,857,259
3759,464,1407,422
3815,439,1266,413
2716,302,809,291
3552,392,1024,370
2413,261,770,248
3562,394,1163,361
1202,142,408,138
2799,596,1235,561
5301,1281,2243,1159
3143,553,1153,564
6605,1710,2665,1520
2170,593,850,520
1661,395,690,365
1509,291,690,259
1213,194,503,194
1311,217,578,205
1879,397,873,382
2975,705,1291,654
3299,831,1649,759
3781,873,1725,838
3652,967,1438,887
1871,326,646,284
2501,362,748,349
2665,556,1015,506
4994,1057,1830,969
2979,626,1076,571
204,34,1154,28
2416,291,810,270
2597,340,964,339
2381,345,859,306
3000,374,1143,375
2233,317,769,277
4066,951,1532,868
4061,927,1487,865
1382,167,483,178
1506,208,547,186
1711,245,671,242
2146,394,851,355
4072,905,1468,923
7418,1755,2713,1577
4949,1293,1985,1244
6365,1784,2767,1698
5109,1482,2313,1451
2924,1013,1492,943
2914,934,1334,870
2757,738,1014,633
3851,900,1456,836
3155,808,1208,745
4725,1185,1945,1177
1793,476,1143,448
2545,752,1548,679
2709,799,1238,793
1956,277,724,277
3780,741,1435,690
1395,285,610,262
2539,535,979,500
2909,748,1310,706
3024,784,1323,740
1530,401,1074,375
3287,882,1523,823
2642,681,1303,625
902,284,414,272
1249,483,1106,481
1585,542,1019,487
2075,687,1026,592
1965,631,1042,596
1244,283,886,284
523,,317,130
2329,833,1953,800
2163,651,1759,584
72,16,150,20
3057,774,2223,732
2027,609,1425,562
1583,460,983,422
1394,582,716,543
651,252,333,174
1241,502,679,459
2851,804,1410,782
2584,743,1058,668
3078,954,1561,901
3407,1071,1463,986
1829,458,719,392
1259,302,668,280
1271,301,574,312
4149,1067,1749,1000
1727,479,741,431
1359,395,521,368
3484,975,1268,952
2136,549,986,557
2175,475,1019,448
2704,557,1047,478
2198,611,1023,567
752,201,482,207
1640,322,664,301
1379,239,688,269
2017,343,958,382
1160,304,393,250
1782,471,837,422
2956,700,1212,645
1230,201,565,219
3803,970,1690,871
2571,502,1225,501
3599,776,1569,763
213,44,138,52
1913,441,1295,432
2098,486,1343,481
2447,636,1312,574
1577,421,1042,375
9528,2075,3922,1920
1101,285,543,294
2521,647,1091,597
4424,918,2101,888
1494,262,618,266
593,137,371,132
1565,269,826,268
2612,418,1030,402
612,135,402,142
1465,386,1104,345
1816,335,872,339
1534,258,751,259
1280,240,704,217
1225,213,591,227
2122,385,1012,367
1427,253,693,268
2010,394,961,365
1426,259,689,261
2503,449,1218,426
2000,529,1290,514
3306,974,2475,924
1700,438,997,436
324,70,268,73
1807,355,883,371
105,20,69,19
1139,299,734,257
1340,358,1008,340
2092,451,1190,429
305,72,156,70
18132,5419,7431,4930
11308,3039,5127,2839
4018,564,1400,568
3702,648,1449,614
3228,543,1305,520
7105,1012,2519,1004
1879,226,740,266
3402,503,1389,504
2741,439,1115,459
2657,548,1145,524
2005,368,909,364
1764,401,679,334
3183,513,1183,473
2863,411,1108,406
1114,169,486,176
2465,372,1018,359
1107,199,437,178
1172,205,497,190
2894,395,1063,409
14291,1934,5452,1875
718,140,324,131
2396,472,1054,457
2228,438,960,395
866,181,399,176
319,59,149,64
204,40,117,41
2560,365,907,366
3795,690,1521,653
16544,2206,6214,2118
102,17,55,21
11251,1594,3029,1227
4355,716,2030,674
2255,402,857,317
23866,4407,9873,4012
30405,4093,12873,3931
1143,179,647,180
2950,387,1228,379
7508,1058,2484,965
11668,1730,4054,1671
3003,504,1143,466
3487,686,2782,584
1409,244,970,172
15990,2611,5175,2173
3837,578,1509,509
1343,215,487,199
4440,693,1560,636
2043,467,606,326
3546,584,1530,601
8798,1465,2750,1208
2981,625,1694,540
6739,1251,4614,1266
10263,1864,6163,1781
3511,646,1733,510
1218,285,797,248
2606,514,1228,512
23386,4171,10493,3671
7430,1184,3489,1115
2479,390,1219,363
5319,875,2439,779
2156,397,1269,388
718,124,347,121
873,177,425,142
5807,1182,2602,1007
10356,1647,4562,1427
4558,804,1543,563
3914,819,1524,795
4230,823,2789,793
40,10,14,7
4915,885,2833,874
1943,500,1078,446
3670,765,1986,673
3019,501,1580,523
2666,662,1337,602
2118,374,1108,360
2815,485,1447,489
1703,342,775,309
2994,832,1571,695
1300,234,712,249
4303,900,2240,861
12317,2953,6291,2654
1257,201,551,186
2181,361,1057,300
6007,998,2680,882
1338,250,709,250
2347,461,1482,374
1164,248,588,270
1503,309,842,300
1205,317,678,290
1984,614,1071,574
2696,454,1192,452
2918,494,1365,478
3114,583,1974,545
1439,327,708,298
1379,327,696,304
3430,601,1817,571
2035,370,704,330
9076,1503,7694,1278
4881,803,2188,724
5341,773,2288,724
11275,1822,5731,1692
8352,1555,3723,1389
1781,326,913,314
1561,253,731,233
2357,408,1162,384
2627,387,1059,338
3810,662,1867,586
4001,814,2313,756
1827,348,766,335
552,129,314,106
6893,1372,2837,1221
1398,273,884,299
1859,375,913,372
3080,587,1558,510
4122,814,2164,710
81,26,53,14
681,125,485,104
5613,1060,3569,999
3484,647,2169,619
2907,559,1681,531
2815,535,1492,491
1537,416,1239,397
248,55,261,53
3562,606,1677,578
2465,336,978,332
11008,1549,4098,1367
2189,497,1459,443
2111,429,1067,397
7294,1139,3123,930
2472,408,1048,380
14348,2145,5839,1806
2573,427,1273,426
2614,650,1949,537
2370,475,1746,483
9882,1892,4892,1621
6446,1154,3427,1104
1489,306,774,267
2843,603,1517,573
20377,4335,11973,3933
9761,1683,4970,1535
1113,186,631,168
3416,601,1929,567
1493,258,899,260
3851,857,2169,811
10264,1821,5871,1790
5144,887,2846,824
9849,1780,4546,1598
10655,1706,5391,1529
2701,530,1368,430
16181,2971,8152,2651
2798,459,1236,404
17339,2866,8721,2803
4443,560,1573,496
3490,592,1710,580
4524,735,2298,717
5813,908,2275,790
2184,405,1119,370
2726,465,1773,459
3449,598,1502,540
1896,342,806,299
2986,597,1355,472
25957,4798,10475,4490
1290,190,689,216
6577,1056,3032,1004
84,12,29,17
10267,,4956,1483
934,148,519,162
3013,507,1356,484
828,149,508,158
1285,195,650,193
15341,2527,7270,2320
5509,969,3002,959
8510,1258,3733,1233
2988,525,1884,513
1514,220,1355,215
13406,2574,7030,2440
8244,1409,4453,1357
4166,756,2082,743
1375,259,728,258
913,228,530,201
3223,524,1763,508
3600,580,1799,576
21113,4386,9842,3886
15348,2366,7087,2169
966,270,233,169
4028,896,2062,826
14275,2474,7158,2311
2356,469,1556,386
538,98,8733,105
1949,458,868,398
5477,1275,3384,1222
2288,607,2305,597
2096,309,1044,328
7748,1557,4768,1393
3839,852,1342,593
2051,301,917,287
4222,712,2024,646
7010,1063,3331,1038
3927,728,1984,707
21086,3945,9936,3790
6246,1028,2803,999
17313,3224,6902,2707
8726,1317,3789,1279
5989,883,1787,613
803,267,628,225
433,69,147,53
102,29,54,32
1622,355,903,314
503,99,275,68
4047,702,571,199
362,78,88,39
2391,451,798,308
3538,726,1603,629
1280,254,707,267
3273,611,1164,481
2106,410,1003,397
2307,386,925,347
2131,424,989,369
2161,448,820,405
2654,530,1267,489
1722,325,712,269
3389,621,1268,474
2171,389,1042,375
828,168,413,146
3113,589,1508,512
5212,872,2383,857
5087,981,2284,913
1696,301,985,278
1495,292,858,275
1724,317,1006,290
1995,392,1261,354
1277,234,674,238
2062,466,1285,456
1097,254,627,253
1142,236,597,210
1219,258,639,245
3328,628,1580,619
1239,250,648,227
1027,199,673,193
1391,297,943,281
646,134,454,149
901,183,700,190
3606,699,2074,644
2287,534,1339,505
1667,303,861,276
508,104,393,114
3344,570,1624,536
402,76,213,71
3761,675,2374,673
6301,1080,3840,1033
1636,253,766,225
1608,297,1057,295
1996,379,1327,356
2115,482,1976,474
2513,408,1360,415
2872,477,1607,481
3174,520,1590,488
1429,209,702,205
1790,379,1399,397
2710,575,1724,516
3705,739,2463,697
2029,427,983,401
1542,364,1220,334
1563,403,1564,408
1457,239,557,226
3356,589,1458,601
2100,317,910,274
3222,511,1425,503
2074,349,954,363
1164,211,476,171
968,240,587,231
1859,428,1208,399
1000,261,1092,233
696,254,913,248
1288,295,723,287
963,216,471,211
1268,283,549,273
2129,526,1845,522
2126,506,2091,491
1528,347,1334,304
1284,239,820,254
4795,710,2047,640
2366,482,1933,433
2089,468,1765,427
1226,244,491,205
4431,603,1659,630
5188,892,2341,906
2259,341,1127,346
1589,231,601,224
1302,177,682,190
2863,734,1583,682
3521,748,1706,723
7784,1145,3445,1166
5027,871,1912,770
1752,328,873,336
8642,1294,3594,1253
3891,616,1968,632
6205,821,2311,756
11872,2300,5600,2200
10839,1637,4406,1623
1495,235,555,201
9614,2123,4684,2060
15622,2721,6109,2615
3392,709,1894,713
4536,708,1812,701
9493,1935,5162,1880
1495,292,472,284
4284,1042,2146,937
4501,832,2196,800
3121,531,1318,489
2449,536,1157,543
48,8,19,8
7174,1169,3063,1172
2330,322,911,320
1887,290,815,283
3412,455,1238,406
9531,1487,3798,1409
2144,400,840,398
4985,711,1928,742
3966,577,1657,611
3416,826,1694,800
3119,803,1395,722
2236,348,818,330
6555,1571,2962,1464
1758,316,607,264
3306,555,1398,585
2390,336,810,354
3807,828,1581,795
4138,632,1541,626
4801,699,1830,679
4296,1089,2100,1025
7274,1002,2468,957
1325,189,427,162
5470,755,1916,764
1256,178,460,174
205,119,228,132
1560,451,700,419
3595,953,1831,910
4193,762,1833,737
563,194,265,169
3302,684,1574,653
2012,346,818,352
1340,322,621,314
350,57,179,69
908,194,413,197
3769,839,1986,815
100,20,45,25
6526,1902,5917,1812
1336,258,678,249
1199,232,551,229
1865,392,825,369
1410,308,624,292
1428,280,708,255
4036,856,1872,833
7737,1488,3108,1349
370,62,150,56
4869,871,1899,827
2198,462,1100,449
8814,1307,3450,1258
2404,425,926,400
5587,996,2466,1027
2860,552,1178,522
3675,649,1553,639
1180,216,467,197
2649,542,1111,557
1833,324,735,306
5416,1115,2177,1027
2232,291,731,253
3458,468,1449,471
2677,411,933,410
2023,242,653,241
377,58,151,67
1552,204,596,208
2534,495,996,449
2310,400,971,386
4448,631,1675,628
7446,1979,2980,1888
4385,620,1549,626
2171,362,887,347
2998,470,970,430
3670,775,1519,788
3990,804,1550,792
1804,284,600,241
878,255,384,247
2782,502,1219,507
2622,541,1022,464
421,64,163,75
1741,301,723,306
1722,352,648,337
1530,324,608,328
793,163,334,151
2639,415,1013,408
2270,359,974,351
2170,347,849,318
647,136,203,118
2947,802,1385,743
2492,409,812,373
4471,618,1315,582
2682,382,935,369
7001,1282,2755,1267
1650,403,541,336
10774,1736,3895,1683
3763,717,1292,632
5448,1089,2100,1023
2674,565,1233,547
2524,398,999,417
2846,551,1232,537
2491,460,937,455
2924,489,1159,505
2303,350,859,359
4174,739,1818,705
4363,1041,1640,989
1704,402,689,348
3170,622,1091,528
1431,224,503,220
1550,253,641,276
1972,327,755,345
1926,290,721,298
1283,278,567,255
4921,866,1913,834
4382,732,1775,745
1814,282,658,253
2688,485,1064,449
1760,283,562,246
4971,836,1907,795
4127,689,1596,707
221,41,75,38
3904,980,1949,919
1926,593,881,546
4333,947,1650,919
2729,538,969,528
2175,510,809,503
3914,752,1177,670
6297,1307,2096,1205
240,29,63,34
176,50,88,46
833,164,358,143
1183,196,628,205
1505,324,553,277
2845,552,599,250
1730,326,629,279
1250,257,437,188
2602,509,691,343
1858,367,701,297
1284,265,628,219
1445,244,510,207
1275,218,627,185
1982,358,308,132
1615,366,815,337
2378,476,957,362
1470,341,706,283
2116,425,909,319
2878,617,1011,509
1312,315,600,265
2776,592,1236,489
1667,372,762,283
2403,497,890,344
866,252,369,165
2806,600,990,410
172,42,79,30
1713,340,643,241
2230,443,920,361
2582,553,1087,423
989,184,406,151
1999,375,750,308
2744,555,1153,474
2165,536,1500,414
2857,661,291,135
608,143,281,108
1435,304,746,259
2075,435,991,377
2130,545,863,346
1518,383,656,303
1461,340,515,227
1839,489,887,332
2124,450,1122,446
3359,677,1908,642
1421,291,588,274
2492,507,1202,460
790,151,380,142
1150,244,552,201
1718,345,698,299
1533,336,754,340
2290,482,1201,479
2024,459,1019,422
1330,273,761,286
2017,423,1177,414
1804,506,895,451
2342,535,1064,433
4086,831,2111,758
2085,432,1133,402
3946,813,1899,730
1619,346,904,295
2780,470,1281,479
1748,362,808,330
1321,338,779,327
1081,254,715,275
2821,628,1636,615
1056,248,611,226
804,121,448,140
1026,205,424,152
2745,504,1421,430
3066,570,1558,535
5569,1106,3148,1088
1087,254,522,202
243,55,115,54
3145,693,1560,647
1542,291,821,285
786,168,494,161
1377,296,830,279
4671,912,2095,857
1981,371,773,325
1652,352,711,292
2754,577,887,432
4620,1042,1745,794
1706,355,506,211
2206,478,1140,428
5202,1037,1742,803
2251,510,1032,369
1416,294,812,258
1551,321,857,288
2772,576,1501,584
5372,1051,3002,992
1890,342,877,312
1348,265,639,270
1149,187,499,208
1176,211,529,217
1166,216,504,203
1370,258,617,228
1419,262,661,278
1531,266,822,234
1908,484,1195,467
6121,1222,3595,1189
990,238,592,225
2577,495,1232,488
2685,675,1367,626
1620,396,878,399
1474,417,1065,401
2235,545,1376,516
1143,208,454,188
2240,327,1030,308
1904,331,816,325
1320,303,1048,303
418,82,327,81
267,57,196,60
2163,436,1048,358
1211,247,697,251
2704,497,1432,399
1028,226,658,197
2295,424,1252,350
2003,398,1333,411
949,224,888,241
2534,517,1764,502
2436,466,1730,469
1479,341,1476,327
680,160,785,175
860,130,496,147
2390,470,1409,428
1656,317,1037,286
653,176,827,176
1311,319,1455,340
1451,292,1052,265
1979,432,1756,382
2773,530,1374,505
3511,636,1904,617
2892,521,1580,484
1175,208,774,222
1294,222,684,221
2692,481,1518,447
3157,637,2268,620
2256,449,1469,435
1731,311,810,266
4717,1119,3589,1017
2083,444,1462,479
2235,412,1268,402
3075,498,1368,487
2521,484,1307,456
1605,282,866,284
874,203,572,190
3455,729,2014,659
2608,428,1530,435
3946,978,2814,953
1722,316,904,315
1900,401,1009,385
1457,372,1000,346
5009,826,2497,805
1830,431,1304,415
638,,380,132
704,176,520,154
3874,676,2441,707
3249,613,1569,595
3564,716,2603,696
2236,438,1361,393
1410,229,590,205
2159,416,1283,378
8606,1678,5303,1644
1684,341,1052,312
2109,477,1108,466
1275,255,620,240
1936,384,1158,367
3474,927,2149,821
3641,897,1737,788
3952,984,2024,1026
1245,231,956,219
6146,1017,2821,987
2934,511,1227,501
1170,178,566,181
1318,202,618,197
3136,466,1631,484
786,116,368,109
6111,1171,2950,1104
3369,532,1770,574
4379,753,2055,716
3170,572,1524,565
2361,512,1684,511
2162,433,1048,451
1834,421,1405,407
2919,719,1956,679
1015,356,875,313
985,309,621,250
6911,1341,3967,1297
2042,378,953,356
3693,771,2102,742
3346,739,2151,713
4927,1042,4205,1009
1572,456,1697,429
1313,324,1350,343
2414,594,2487,582
749,222,1277,224
2266,693,3200,664
1548,319,1227,309
1721,381,1708,373
2855,598,1658,586
1260,268,576,263
2972,635,1940,590
1613,203,673,213
1401,,967,257
993,186,556,175
576,,478,112
1542,341,1283,341
969,206,732,175
695,188,810,190
1656,328,1110,332
2447,465,1313,352
605,159,416,83
1923,341,806,349
1750,371,847,354
1937,389,1002,373
2216,458,1135,424
2603,507,1491,473
3301,678,994,306
1118,270,560,244
1541,313,880,272
1689,378,1057,267
1116,222,801,207
3425,611,1588,459
1795,362,1642,340
1520,335,882,306
1506,380,1096,352
2609,645,1796,629
2036,401,1343,414
4176,779,2092,741
2893,481,1198,466
1944,283,814,276
97,20,91,22
3736,761,1942,730
1385,288,775,255
886,173,595,161
1841,354,1019,356
320,73,222,78
1787,364,1548,362
2380,489,1581,505
2363,449,1168,410
2455,508,1344,492
164,30,104,32
2918,576,1182,440
2124,432,829,313
1091,208,660,188
2843,564,892,386
1367,284,429,181
1355,262,434,178
2820,515,976,403
9047,1831,4276,1622
1250,272,721,234
1963,434,682,273
3325,660,750,286
991,277,419,170
1736,352,330,123
1631,335,285,128
2199,453,899,347
3301,779,1085,448
3934,697,901,345
5919,1278,265,112
1795,416,483,208
2474,625,338,141
3769,908,1160,453
1907,544,575,234
2284,622,342,137
1847,439,238,98
7744,1573,483,224
4203,816,2900,827
5015,1013,3251,940
4195,706,2200,647
1337,253,838,247
4089,735,2927,713
4964,1056,2773,1036
4131,886,2002,815
3252,630,2010,641
7884,2011,4907,1919
6568,1603,6012,1565
2591,739,3243,702
3149,833,3456,788
2534,592,2448,603
9899,2617,11272,2528
3260,821,3130,793
1827,408,1507,410
2697,690,2220,665
2486,560,2443,557
256,66,214,60
309,121,315,80
3174,506,1466,535
3745,767,1762,748
4261,840,2013,801
2351,459,1169,439
1926,556,1717,535
913,265,508,251
2878,592,1444,564
2497,520,1275,508
9371,1980,4259,1882
3071,544,1477,560
5745,1017,2780,996
5561,1292,3523,1253
10613,2485,7249,2375
1049,235,705,208
424,65,266,64
